name,address_line_1,city,state,zipcode,phone,email,website,hours
Brendantown Medical Clinic,247 Kristin Dam Suite 553,Brendantown,NY,52852,5417314870,obrown@example.org,https://www.johnson.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
New Jason Health,66453 Andrew Falls Apt. 195,New Jason,KY,38625,3260737747,parkervictoria@example.org,http://www.maynard.com/,Mo - Su 10:00 - 16:00
Sotoberg Clinic,473 Jones Divide,Sotoberg,TX,66018,5614185358,tjohnson@example.net,https://www.walker.info/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
East Ericburgh Health,64947 Andre Rapids Suite 180,East Ericburgh,HI,35012,7013946765,wmiller@example.org,https://www.pittman.com/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Port Kellytown Health Center,926 Caitlin Forks,Port Kellytown,ND,78154,6700609256,juliejones@example.net,http://stevens.com/,Mo - Su 10:00 - 19:00
Jimmyport University Medical Group,925 Berger Corners Apt. 870,Jimmyport,AS,31326,7879061488,carrieballard@example.com,http://www.jones-powers.info/,"Mo - Fr 7:00 - 17:00, Sa - Su Closed"
Shannonhaven Health,5447 Jonathan Mountains Suite 255,Shannonhaven,DC,97661,6027325725,brenda19@example.org,http://kim.com/,Mo - Su 9:00 - 19:00
Lake Hunter Health,8004 Wilson Burgs,Lake Hunter,WV,83996,5363009399,peckbrian@example.net,https://www.wall.com/,"Mo - Fr 8:00 - 18:00, Sa - Su Closed"
Pottstown Group,881 Nancy Causeway,Pottstown,MD,57046,3655594475,tylerduncan@example.org,http://wright-peters.info/,Mo - Su 10:00 - 17:00
Roystad Memorial Hospital,361 David Inlet Apt. 989,Roystad,MN,55757,2696202895,santosbrian@example.com,https://www.valdez-vasquez.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Lake Kelseyhaven Memorial Hospital,3814 Angela Prairie,Lake Kelseyhaven,MS,17711,8232184760,xmiller@example.com,https://schneider.net/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
South Debrahaven Medical Center,618 Lee Inlet Apt. 116,South Debrahaven,NV,85334,6906756678,grantgalloway@example.org,http://www.bowers.com/,"Mo - Fr 7:00 - 19:00, Sa - Su Closed"
North Yesenia Group,262 Carolyn Hill,North Yesenia,NJ,40358,9515027021,ayoung@example.org,http://www.rodriguez-young.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Port Karenmouth University Medical Group,7252 Friedman Shoals Suite 304,Port Karenmouth,IL,82042,4637280926,jasonhall@example.com,https://www.johnson-neal.com/,Mo - Su 8:00 - 18:00
Wayneland Medical Clinic,76468 Potter Ridge,Wayneland,IA,05172,7439299313,johnconner@example.org,http://garner.com/,Mo - Su 7:00 - 18:00
Howelltown Medical,51496 David Crossing Suite 671,Howelltown,WY,97918,9091793703,hbarry@example.com,http://www.bennett.org/,"Mo - Fr 7:00 - 18:00, Sa - Su Closed"
Joanville Health Center,10411 Johnathan Inlet,Joanville,DE,53774,2276899009,christianjohnson@example.com,http://stewart.biz/,"Mo - Fr 10:00 - 19:00, Sa - Su Closed"
East Monique Health Center,7961 Nathan Terrace,East Monique,WY,87612,5939973467,silvarachel@example.org,http://frank.info/,"Mo - Fr 7:00 - 16:00, Sa - Su Closed"
West Bobbyville Medical Center,6603 Rios Plains,West Bobbyville,AZ,87282,1356011891,keithjohnson@example.net,http://bautista.com/,Mo - Su 8:00 - 19:00
Lake Jacquelinestad Clinic,87285 Thomas Prairie Apt. 523,Lake Jacquelinestad,UT,01553,6708235811,tbrown@example.org,http://www.garcia-stuart.com/,"Mo - Fr 10:00 - 17:00, Sa - Su Closed"
Stephanieville Group,0503 Billy Lakes Apt. 384,Stephanieville,SC,72035,2079535970,timothy69@example.org,https://white.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Lake David Group,697 John Club,Lake David,GU,15009,7546096824,hcarey@example.org,http://james.com/,Mo - Su 8:00 - 17:00
Elizabethhaven Medical Clinic,14259 Kayla Club Apt. 365,Elizabethhaven,ND,96418,4410270164,lindawoods@example.com,https://www.perez.com/,Mo - Su 9:00 - 18:00
North Kennethton Group,70022 Day Flats Suite 740,North Kennethton,AR,47025,6839362153,esantana@example.com,http://www.murray-gonzales.com/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
North Paul Memorial Hospital,6525 Stewart Lane Suite 993,North Paul,VA,08273,1578622348,dfloyd@example.org,https://www.romero.com/,Mo - Su 9:00 - 16:00
Rachelchester Medical Center,501 Cassandra Meadows,Rachelchester,PR,16578,1244397001,jason37@example.net,http://www.richardson-price.com/,Mo - Su 10:00 - 19:00
Cooperland Clinic,9797 Teresa Ferry Apt. 542,Cooperland,FL,16530,8524970531,williamtrujillo@example.com,http://www.turner.com/,Mo - Su 8:00 - 16:00
Walshtown Medical Center,006 Martinez Fork Apt. 244,Walshtown,AR,23461,4685550070,walterkrystal@example.com,http://combs-sullivan.net/,"Mo - Fr 9:00 - 19:00, Sa - Su Closed"
Samuelchester Memorial Hospital,20969 Michael Port Suite 678,Samuelchester,ND,75008,4616862022,blakeduffy@example.org,https://www.henson.com/,Mo - Su 8:00 - 18:00
Garciachester Medical Center,94840 Amanda Camp Apt. 405,Garciachester,GA,38131,8578385211,latoyaparks@example.net,https://schmidt-lindsey.biz/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
Lewischester University Medical Group,28121 Esparza Points Apt. 710,Lewischester,SC,11943,4848654123,arobinson@example.com,https://www.duke.com/,Mo - Su 7:00 - 18:00
Port Eddie Medical Clinic,76365 Neal Shoals,Port Eddie,OH,22148,3266273860,gwheeler@example.com,https://butler.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
Port Kevin Health Center,3960 Scott Parkway,Port Kevin,VI,33685,1161432927,hansoncory@example.net,https://bradley.com/,"Mo - Fr 9:00 - 16:00, Sa - Su Closed"
South Johnton University Medical Group,227 Davis Turnpike Suite 453,South Johnton,AZ,56465,2406851689,ymiller@example.org,https://jones-burke.biz/,Mo - Su 8:00 - 18:00
Hartfurt Medical Center,3366 Juarez Path,Hartfurt,NE,09767,1417806946,jessica96@example.net,https://thompson.net/,"Mo - Fr 10:00 - 16:00, Sa - Su Closed"
East Christopher Health Center,254 Leslie Cape Suite 125,East Christopher,VT,39985,7046073626,dustinmcfarland@example.org,http://boyer.com/,"Mo - Fr 8:00 - 19:00, Sa - Su Closed"
Davidside Medical,6521 Michelle Drive,Davidside,CA,10072,2506843068,maryarroyo@example.org,http://lewis.com/,"Mo - Fr 8:00 - 17:00, Sa - Su Closed"
